Unnamed: 0,RespondentID,Income_Wages,Income_SelfEmployment,Income_SocialSecurity,Income_DisabilityPension,Income_RetirementPension,Income_SSI,Income_CashAssistance,Income_InterestDividends,Income_OtherSources,MonthlyIncomeRange,PovertyLevelIndex,PovertyLevelCategory,Savings_Over5000,TotalSavings
188,73744,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,0.69,1.0,2.0,1.0
189,73745,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.61,1.0,2.0,1.0
190,73746,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.25,1.0,2.0,1.0
191,73747,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,11.0,5.0,3.0,,
192,73748,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0,0.69,1.0,2.0,1.0
193,73749,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,
194,73750,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,1.03,1.0,2.0,3.0
195,73751,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.74,1.0,2.0,1.0
196,73752,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,10.0,2.39,3.0,,
197,73753,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,8.0,1.94,3.0,,
198,73754,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.98,1.0,2.0,2.0
199,73755,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.65,2.0,2.0,1.0
200,73756,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,
201,73757,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,3.87,3.0,,
202,73758,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,3.26,3.0,,
203,73759,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,2.04,3.0,2.0,1.0
204,73760,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,,2.0,2.0,3.0
205,73761,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,0.39,1.0,2.0,1.0
206,73762,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,11.0,2.4,3.0,,
207,73763,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,0.76,1.0,2.0,1.0
208,73764,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.07,1.0,,
209,73765,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.22,1.0,2.0,1.0
210,73766,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.75,2.0,2.0,4.0
211,73767,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11.0,4.03,3.0,,
212,73768,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,9.0,2.52,3.0,,
213,73769,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,
214,73770,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,3.66,3.0,,
215,73771,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.65,1.0,2.0,1.0
216,73772,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,12.0,4.36,3.0,,
217,73773,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,4.35,3.0,,
218,73774,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,99.0,,9.0,9.0,
219,73775,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,0.52,1.0,2.0,1.0
220,73776,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,0.63,1.0,2.0,1.0
221,73777,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,1.01,1.0,2.0,1.0
222,73778,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,2.08,3.0,,
223,73779,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.37,1.0,2.0,1.0
224,73780,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,
225,73781,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,
226,73782,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.08,1.0,7.0,
227,73783,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,5.0,3.0,,
228,73784,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.85,1.0,2.0,1.0
229,73785,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,12.0,5.0,3.0,,
230,73786,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,0.92,1.0,2.0,1.0
231,73787,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,8.0,2.58,3.0,,
232,73788,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.36,1.0,2.0,1.0
233,73789,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,3.02,3.0,,
234,73790,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,7.0,3.19,3.0,,
235,73791,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,0.51,1.0,2.0,1.0
236,73792,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,12.0,5.0,3.0,,
237,73793,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,11.0,2.36,3.0,,
238,73794,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,0.46,1.0,2.0,1.0
239,73795,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,10.0,4.49,3.0,,
240,73796,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.14,1.0,2.0,1.0
241,73797,7.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,99.0,,1.0,2.0,1.0
242,73798,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,0.63,1.0,2.0,1.0
