Unnamed: 0,RespondentID,Income_Wages,Income_SelfEmployment,Income_SocialSecurity,Income_DisabilityPension,Income_RetirementPension,Income_SSI,Income_CashAssistance,Income_InterestDividends,Income_OtherSources,MonthlyIncomeRange,PovertyLevelIndex,PovertyLevelCategory,INQ300,IND310,INQ320
62,93764.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11.0,4.11,3.0,2.0,1.0,3.0
63,93765.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,9.0,1.42,2.0,2.0,1.0,1.0
64,93766.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.57,1.0,2.0,1.0,1.0
65,93767.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,1.65,2.0,2.0,1.0,1.0
66,93768.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,,3.0,1.0,,1.0
67,93769.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,1.91,3.0,1.0,,1.0
68,93770.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,0.8,1.0,2.0,1.0,3.0
69,93771.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,0.92,1.0,2.0,3.0,1.0
70,93772.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.7,1.0,2.0,1.0,4.0
71,93773.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.87,1.0,2.0,1.0,1.0
72,93774.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,3.53,3.0,1.0,,1.0
73,93775.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.49,3.0,2.0,1.0,1.0
74,93776.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,12.0,5.0,3.0,2.0,1.0,1.0
75,93777.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,6.0,2.49,3.0,1.0,,1.0
76,93778.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,5.0,3.0,1.0,,1.0
77,93779.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,1.82,2.0,2.0,1.0,1.0
78,93780.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,1.27,1.0,2.0,2.0,1.0
79,93781.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.48,2.0,2.0,1.0,1.0
80,93782.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,2.94,3.0,2.0,1.0,1.0
81,93783.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.41,1.0,2.0,99.0,1.0
82,93784.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.03,1.0,2.0,1.0,1.0
83,93785.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,8.0,4.46,3.0,1.0,,1.0
84,93786.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.59,1.0,2.0,1.0,1.0
85,93787.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.39,1.0,1.0,,3.0
86,93788.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,3.58,3.0,1.0,,1.0
87,93789.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,11.0,5.0,3.0,1.0,,1.0
88,93790.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,11.0,3.06,3.0,1.0,,2.0
89,93791.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,9.0,2.94,3.0,2.0,3.0,1.0
90,93792.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,9.0
91,93793.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,,1.0,2.0,1.0,1.0
92,93794.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11.0,4.04,3.0,1.0,,1.0
93,93795.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,1.67,2.0,2.0,1.0,2.0
94,93796.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.44,2.0,2.0,1.0,1.0
95,93797.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,11.0,5.0,3.0,1.0,,1.0
96,93798.0,,,,,,,,,,,,,,,
97,93799.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,10.0,4.06,3.0,1.0,,1.0
98,93800.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,7.0,2.97,3.0,1.0,,1.0
99,93801.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,4.43,3.0,2.0,1.0,1.0
100,93802.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.35,1.0,2.0,1.0,2.0
101,93803.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,9.0,1.82,2.0,2.0,1.0,1.0
102,93804.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,0.96,1.0,2.0,1.0,1.0
103,93805.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,11.0,5.0,3.0,1.0,,1.0
104,93806.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,,1.0,2.0,1.0,1.0
105,93807.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,4.3,3.0,2.0,1.0,1.0
106,93808.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,12.0,3.26,3.0,1.0,,1.0
107,93809.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.51,2.0,2.0,1.0,1.0
108,93810.0,,,,,,,,,,,,,,,
109,93811.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.76,2.0,2.0,1.0,1.0
110,93812.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,10.0,4.37,3.0,1.0,,1.0
111,93813.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,99.0,,1.0,2.0,1.0,1.0
112,93814.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,2.45,3.0,2.0,1.0,1.0
113,93815.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,99.0,,1.0,2.0,1.0,1.0
114,93816.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,3.0
115,93817.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,5.0,3.0,2.0,2.0,1.0
116,93818.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,,3.0,1.0,,1.0
117,93819.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,0.52,1.0,2.0,1.0,1.0
118,93820.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,2.04,3.0,2.0,1.0,1.0
119,93821.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,9.0,2.0,7.0,0.79,1.0,2.0,2.0,1.0
120,93822.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.22,1.0,2.0,1.0,1.0
121,93823.0,9.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.4,2.0,1.0,,3.0
122,93824.0,,,,,,,,,,,,,,,
123,93825.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,7.0,2.19,3.0,1.0,,1.0
124,93826.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,7.0,2.33,3.0,2.0,1.0,1.0
125,93827.0,,,,,,,,,,,,,,,
126,93828.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0
127,93829.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,11.0,4.62,3.0,2.0,1.0,1.0
128,93830.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,11.0,5.0,3.0,2.0,3.0,1.0
129,93831.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,3.26,3.0,2.0,1.0,1.0
130,93832.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,5.0,3.0,2.0,3.0,1.0
131,93833.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,10.0,2.87,3.0,1.0,,1.0
132,93834.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.28,1.0,2.0,1.0,3.0
133,93835.0,,,,,,,,,,,,,,,
134,93836.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,9.0,2.44,3.0,2.0,1.0,1.0
135,93837.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,0.82,1.0,2.0,1.0,1.0
136,93838.0,,,,,,,,,,,,,,,
137,93839.0,,,,,,,,,,,,,,,
138,93840.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,12.0,5.0,3.0,1.0,,1.0
139,93841.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,11.0,5.0,3.0,1.0,,1.0
140,93842.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.48,2.0,2.0,1.0,1.0
141,93843.0,1.0,2.0,1.0,2.0,9.0,9.0,2.0,2.0,2.0,12.0,3.75,3.0,1.0,,1.0
142,93844.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.38,1.0,2.0,1.0,1.0
143,93845.0,1.0,2.0,1.0,2.0,2.0,1.0,9.0,1.0,1.0,8.0,1.16,1.0,2.0,1.0,1.0
144,93846.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.46,1.0,2.0,1.0,1.0
145,93847.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,99.0,,1.0,2.0,1.0,1.0
146,93848.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,3.0
147,93849.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,12.0,5.0,3.0,1.0,,1.0
148,93850.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,11.0,2.92,3.0,1.0,,1.0
149,93851.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,7.0,2.22,3.0,1.0,,1.0
150,93852.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.99,3.0,2.0,1.0,1.0
151,93853.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,0.57,1.0,2.0,1.0,1.0
152,93854.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,3.53,3.0,1.0,,1.0
153,93855.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,8.0,3.95,3.0,1.0,,1.0
154,93856.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,9.0,2.39,3.0,2.0,1.0,1.0
155,93857.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,2.01,3.0,2.0,1.0,1.0
156,93858.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,0.61,1.0,2.0,1.0,1.0
157,93859.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,1.2,1.0,1.0,,1.0
158,93860.0,,,,,,,,,,,,,,,
159,93861.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,8.0,2.92,3.0,2.0,2.0,1.0
160,93862.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,11.0,1.69,2.0,2.0,1.0,1.0
161,93863.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,1.0
162,93864.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,0.73,1.0,2.0,77.0,4.0
163,93865.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,12.0,3.75,3.0,2.0,2.0,1.0
164,93866.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,77.0,,7.0,2.0,1.0,4.0
165,93867.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,12.0,2.68,3.0,1.0,,1.0
166,93868.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,,,,,1.0
167,93869.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.8,1.0,2.0,1.0,1.0
168,93870.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,3.64,3.0,1.0,,1.0
169,93871.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,0.58,1.0,2.0,1.0,2.0
170,93872.0,,,,,,,,,,,,,,,
171,93873.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,0.53,1.0,2.0,1.0,1.0
172,93874.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,0.71,1.0,2.0,1.0,3.0
173,93875.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.49,1.0,2.0,1.0,3.0
174,93876.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,0.69,1.0,2.0,1.0,1.0
175,93877.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,10.0,3.28,3.0,1.0,,1.0
176,93878.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,0.81,1.0,2.0,1.0,3.0
177,93879.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,0.83,1.0,2.0,1.0,1.0
178,93880.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,0.98,1.0,2.0,1.0,2.0
179,93881.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,0.73,1.0,2.0,1.0,1.0
180,93882.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,99.0,,9.0,9.0,,2.0
181,93883.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,99.0,,1.0,2.0,1.0,3.0
182,93884.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,99.0,,3.0,1.0,,1.0
183,93885.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,2.13,3.0,2.0,2.0,2.0
184,93886.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,2.57,3.0,2.0,1.0,1.0
185,93887.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.4,2.0,2.0,1.0,1.0
186,93888.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,2.57,3.0,1.0,,1.0
187,93889.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.63,1.0,2.0,1.0,1.0
188,93890.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,4.08,3.0,1.0,,1.0
189,93891.0,9.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,,9.0,2.0,99.0,2.0
190,93892.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,5.0,3.0,2.0,1.0,1.0
191,93893.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,12.0,3.64,3.0,2.0,2.0,1.0
192,93894.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,7.0,99.0,,7.0,2.0,1.0,1.0
193,93895.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,5.0,3.0,1.0,,1.0
194,93896.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,9.0,1.63,2.0,2.0,1.0,1.0
195,93897.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,1.02,1.0,2.0,4.0,1.0
196,93898.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,0.72,1.0,2.0,1.0,1.0
197,93899.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.74,2.0,2.0,1.0,1.0
198,93900.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.43,2.0,2.0,1.0,1.0
199,93901.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,0.71,1.0,2.0,1.0,1.0
200,93902.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,77.0,,9.0,2.0,99.0,1.0
201,93903.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0,2.04,3.0,2.0,2.0,1.0
202,93904.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,99.0,,2.0,1.0,,1.0
203,93905.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,12.0,4.88,3.0,1.0,,1.0
204,93906.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,10.0,2.41,3.0,2.0,2.0,2.0
205,93907.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,1.79,2.0,2.0,1.0,1.0
206,93908.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,6.0
207,93909.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,12.0,5.0,3.0,1.0,,1.0
208,93910.0,,,,,,,,,,,,,,,
209,93911.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11.0,2.86,3.0,2.0,1.0,1.0
210,93912.0,,,,,,,,,,,,,,,
211,93913.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,77.0,,3.0,7.0,,2.0
212,93914.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,12.0,4.88,3.0,1.0,,1.0
213,93915.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,11.0,4.39,3.0,1.0,,1.0
214,93916.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,,1.0,2.0,1.0,1.0
215,93917.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,0.81,1.0,2.0,1.0,1.0
216,93918.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,0.98,1.0,2.0,2.0,1.0
217,93919.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,12.0,3.02,3.0,1.0,,1.0
218,93920.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.85,2.0,1.0,,1.0
